Region,Year,Gender,Age_Group,Population,PCC_litres_year,Correction_factor,Relative_consumption,P_LA,P_FD,P_CD,P_BD
11:YT,2010,Male,65+,1543,16.146,0.8,87.3795,0.100099,0.260257,0.639644,0.086
11:YT,2010,Female,15-34,4775,16.146,0.8,62.0232,0.114739,0.089111,0.79615,0.39
11:YT,2010,Female,35-64,7941,16.146,0.8,57.2,0.122578,0.151793,0.725629,0.261
11:YT,2010,Female,65+,1387,16.146,0.8,49.3183,0.231346,0.302342,0.466313,0.065
11:YT,2011,Male,15-34,5038,15.7872,0.8,100,0.109551,0.068994,0.821455,0.524
11:YT,2011,Male,35-64,8370,15.7872,0.8,95.0331,0.066267,0.158885,0.774848,0.224
11:YT,2011,Male,65+,1635,15.7872,0.8,87.2326,0.08941,0.268056,0.642534,0.079
11:YT,2011,Female,15-34,4874,15.7872,0.8,61.601,0.11889,0.095471,0.78564,0.504
11:YT,2011,Female,35-64,8078,15.7872,0.8,56.7212,0.109525,0.160332,0.730142,0.153
11:YT,2011,Female,65+,1471,15.7872,0.8,48.7488,0.223266,0.309451,0.467284,0.059
11:YT,2012,Male,15-34,5135,15.7872,0.8,100,0.111402,0.07117,0.817428,0.42
11:YT,2012,Male,35-64,8398,15.7872,0.8,95.0465,0.058406,0.163438,0.778156,0.246
11:YT,2012,Male,65+,1755,15.7872,0.8,87.2569,0.076477,0.277492,0.646031,0.084
11:YT,2012,Female,15-34,4840,15.7872,0.8,61.6901,0.120888,0.096294,0.782818,0.405
11:YT,2012,Female,35-64,8255,15.7872,0.8,56.8223,0.101701,0.169225,0.729073,0.169
11:YT,2012,Female,65+,1609,15.7872,0.8,48.8607,0.211408,0.319884,0.468708,0.063
11:YT,2013,Male,15-34,5111,15.548,0.8,100,0.153066,0.071447,0.775487,0.412
11:YT,2013,Male,35-64,8398,15.548,0.8,95.0439,0.07498,0.168435,0.756586,0.394
11:YT,2013,Male,65+,1903,15.548,0.8,87.2422,0.05983,0.289638,0.650532,0.126
11:YT,2013,Female,15-34,4794,15.548,0.8,61.6672,0.162235,0.097423,0.740341,0.397
11:YT,2013,Female,35-64,8305,15.548,0.8,56.7959,0.118164,0.176512,0.705324,0.27
11:YT,2013,Female,65+,1736,15.548,0.8,48.8226,0.199762,0.33013,0.470108,0.095
11:YT,2014,Male,15-34,5127,15.3088,0.8,100,0.155721,0.069585,0.774694,0.412
11:YT,2014,Male,35-64,8450,15.3088,0.8,94.9397,0.06753,0.1747,0.75777,0.394
11:YT,2014,Male,65+,1999,15.3088,0.8,86.9639,0.048483,0.297917,0.6536,0.126
11:YT,2014,Female,15-34,4839,15.3088,0.8,60.8693,0.164604,0.097169,0.738227,0.397
11:YT,2014,Female,35-64,8412,15.3088,0.8,55.8902,0.11061,0.184574,0.704816,0.27
11:YT,2014,Female,65+,1864,15.3088,0.8,47.744,0.186062,0.342184,0.471754,0.095
11:YT,2015,Male,15-34,5147,15.7872,0.8,100,0.125375,0.065997,0.808628,0.415433
11:YT,2015,Male,35-64,8509,15.7872,0.8,94.8843,0.06898,0.181638,0.749383,0.404411
11:YT,2015,Male,65+,2109,15.7872,0.8,86.8131,0.037954,0.305598,0.656448,0.156
11:YT,2015,Female,15-34,4843,15.7872,0.8,60.4698,0.134422,0.09417,0.771408,0.400431
11:YT,2015,Female,35-64,8489,15.7872,0.8,55.4307,0.111722,0.191641,0.696637,0.277189
11:YT,2015,Female,65+,2004,15.7872,0.8,47.1928,0.16981,0.356483,0.473707,0.117619
12:NT,2006,Male,15-34,7238,14.352,0.8,100,0.129747,0.032616,0.837638,0.463
12:NT,2006,Male,35-64,9160,14.352,0.8,94.5872,0.068483,0.133075,0.798442,0.334
12:NT,2006,Male,65+,971,14.352,0.8,86.0237,0.133202,0.236106,0.630692,0.092
12:NT,2006,Female,15-34,6870,14.352,0.8,58.0421,0.139068,0.062861,0.798071,0.307
12:NT,2006,Female,35-64,7917,14.352,0.8,52.6879,0.112837,0.120473,0.76669,0.233
12:NT,2006,Female,65+,1002,14.352,0.8,43.9668,0.257059,0.279718,0.463223,0.049
12:NT,2007,Male,15-34,7311,15.0696,0.8,100,0.129297,0.039068,0.831635,0.5
12:NT,2007,Male,35-64,9185,15.0696,0.8,94.6353,0.068261,0.138631,0.793108,0.383
12:NT,2007,Male,65+,1020,15.0696,0.8,86.1613,0.127402,0.240338,0.63226,0.109
12:NT,2007,Female,15-34,6959,15.0696,0.8,58.4614,0.138833,0.067348,0.793818,0.332
12:NT,2007,Female,35-64,8056,15.0696,0.8,53.1587,0.11219,0.130918,0.756892,0.268
12:NT,2007,Female,65+,1041,15.0696,0.8,44.528,0.252265,0.283936,0.463799,0.057
12:NT,2008,Male,15-34,7362,15.1892,0.8,100,0.127266,0.045644,0.82709,0.448
12:NT,2008,Male,35-64,9131,15.1892,0.8,94.8685,0.059707,0.145455,0.794838,0.292
12:NT,2008,Male,65+,1067,15.1892,0.8,86.7865,0.119724,0.245939,0.634337,0.082
12:NT,2008,Female,15-34,7027,15.1892,0.8,60.2877,0.137106,0.071448,0.791446,0.297
12:NT,2008,Female,35-64,8089,15.1892,0.8,55.2306,0.103718,0.137592,0.75869,0.204
12:NT,2008,Female,65+,1092,15.1892,0.8,46.9842,0.244268,0.290973,0.46476,0.043
12:NT,2009,Male,15-34,7348,14.4716,0.8,100,0.119537,0.049295,0.831168,0.458
12:NT,2009,Male,35-64,9016,14.4716,0.8,94.9483,0.075698,0.146332,0.77797,0.364
12:NT,2009,Male,65+,1109,14.4716,0.8,87.0027,0.10927,0.253566,0.637163,0.094
12:NT,2009,Female,15-34,7081,14.4716,0.8,60.9207,0.128444,0.079767,0.791789,0.305
12:NT,2009,Female,35-64,8075,14.4716,0.8,55.949,0.119508,0.141371,0.739121,0.254
12:NT,2009,Female,65+,1127,14.4716,0.8,47.8359,0.237134,0.297248,0.465618,0.05
12:NT,2010,Male,15-34,7417,14.4716,0.8,100,0.105601,0.059407,0.834991,0.607
12:NT,2010,Male,35-64,9001,14.4716,0.8,94.7088,0.078778,0.151858,0.769363,0.368
12:NT,2010,Male,65+,1137,14.4716,0.8,86.3694,0.100099,0.260257,0.639644,0.102
12:NT,2010,Female,15-34,7121,14.4716,0.8,59.0959,0.114739,0.089111,0.79615,0.403
12:NT,2010,Female,35-64,8169,14.4716,0.8,53.8718,0.122578,0.151793,0.725629,0.257
12:NT,2010,Female,65+,1165,14.4716,0.8,45.3748,0.231346,0.302342,0.466313,0.054
12:NT,2011,Male,15-34,7516,14.4716,0.8,100,0.109551,0.068994,0.821455,0.561
12:NT,2011,Male,35-64,8965,14.4716,0.8,94.7202,0.066267,0.158885,0.774848,0.404
12:NT,2011,Male,65+,1211,14.4716,0.8,86.4022,0.08941,0.268056,0.642534,0.102
12:NT,2011,Female,15-34,7140,14.4716,0.8,59.1962,0.11889,0.095471,0.78564,0.373
12:NT,2011,Female,35-64,8267,14.4716,0.8,53.9871,0.109525,0.160332,0.730142,0.282
12:NT,2011,Female,65+,1215,14.4716,0.8,45.5093,0.223266,0.309451,0.467284,0.054
12:NT,2012,Male,15-34,7462,14.4716,0.8,100,0.111402,0.07117,0.817428,0.528
12:NT,2012,Male,35-64,8951,14.4716,0.8,94.7416,0.058406,0.163438,0.778156,0.355
12:NT,2012,Male,65+,1273,14.4716,0.8,86.4473,0.076477,0.277492,0.646031,0.118
12:NT,2012,Female,15-34,7140,14.4716,0.8,59.3468,0.120888,0.096294,0.782818,0.351
12:NT,2012,Female,35-64,8313,14.4716,0.8,54.1584,0.101701,0.169225,0.729073,0.248
12:NT,2012,Female,65+,1269,14.4716,0.8,45.7037,0.211408,0.319884,0.468708,0.062
12:NT,2013,Male,15-34,7328,13.9932,0.8,100,0.153066,0.071447,0.775487,0.557
12:NT,2013,Male,35-64,9007,13.9932,0.8,94.7158,0.07498,0.168435,0.756586,0.362
12:NT,2013,Male,65+,1361,13.9932,0.8,86.3705,0.05983,0.289638,0.650532,0.156
12:NT,2013,Female,15-34,7095,13.9932,0.8,59.1443,0.162235,0.097423,0.740341,0.37
12:NT,2013,Female,35-64,8404,13.9932,0.8,53.9277,0.118164,0.176512,0.705324,0.253
12:NT,2013,Female,65+,1338,13.9932,0.8,45.4229,0.199762,0.33013,0.470108,0.082
12:NT,2014,Male,15-34,7187,14.2324,0.8,100,0.155721,0.069585,0.774694,0.557
12:NT,2014,Male,35-64,9053,14.2324,0.8,94.5766,0.06753,0.1747,0.75777,0.362
12:NT,2014,Male,65+,1412,14.2324,0.8,85.9986,0.048483,0.297917,0.6536,0.156
12:NT,2014,Female,15-34,6970,14.2324,0.8,58.0776,0.164604,0.097169,0.738227,0.37
12:NT,2014,Female,35-64,8499,14.2324,0.8,52.7162,0.11061,0.184574,0.704816,0.253
12:NT,2014,Female,65+,1434,14.2324,0.8,43.9813,0.186062,0.342184,0.471754,0.082
12:NT,2015,Male,15-34,7042,14.1128,0.8,100,0.125375,0.065997,0.808628,0.530627
12:NT,2015,Male,35-64,9152,14.1128,0.8,94.6453,0.06898,0.181638,0.749383,0.358941
12:NT,2015,Male,65+,1457,14.1128,0.8,86.177,0.037954,0.305598,0.656448,0.191695
12:NT,2015,Female,15-34,6913,14.1128,0.8,58.631,0.134422,0.09417,0.771408,0.352607
12:NT,2015,Female,35-64,8597,14.1128,0.8,53.3397,0.111722,0.191641,0.696637,0.25096
12:NT,2015,Female,65+,1539,14.1128,0.8,44.7143,0.16981,0.356483,0.473707,0.100516
13:NU,2006,Male,15-34,5620,6.661482577,0.8,100,0.129747,0.032616,0.837638,0.341
13:NU,2006,Male,35-64,4685,6.661482577,0.8,85.7963,0.068483,0.133075,0.798442,0.26
13:NU,2006,Male,65+,434,6.661482577,0.8,62.6634,0.133202,0.236106,0.630692,0.066
13:NU,2006,Female,15-34,5409,6.661482577,0.8,79.2381,0.139068,0.062861,0.798071,0.208
13:NU,2006,Female,35-64,4137,6.661482577,0.8,66.867,0.112837,0.120473,0.76669,0.213
13:NU,2006,Female,65+,376,6.661482577,0.8,40.8172,0.257059,0.279718,0.463223,0.027
13:NU,2007,Male,15-34,5715,6.653662509,0.8,100,0.129297,0.039068,0.831635,0.338
13:NU,2007,Male,35-64,4822,6.653662509,0.8,85.7768,0.068261,0.138631,0.793108,0.254
13:NU,2007,Male,65+,460,6.653662509,0.8,62.6397,0.127402,0.240338,0.63226,0.066
13:NU,2007,Female,15-34,5500,6.653662509,0.8,79.2461,0.138833,0.067348,0.793818,0.206
13:NU,2007,Female,35-64,4272,6.653662509,0.8,66.8734,0.11219,0.130918,0.756892,0.208
13:NU,2007,Female,65+,396,6.653662509,0.8,40.8221,0.252265,0.283936,0.463799,0.027
13:NU,2008,Male,15-34,5805,6.887265126,0.8,100,0.127266,0.045644,0.82709,0.328
13:NU,2008,Male,35-64,4967,6.887265126,0.8,86.2219,0.059707,0.145455,0.794838,0.422
13:NU,2008,Male,65+,493,6.887265126,0.8,63.8393,0.119724,0.245939,0.634337,0.087
13:NU,2008,Female,15-34,5551,6.887265126,0.8,79.2314,0.137106,0.071448,0.791446,0.2
13:NU,2008,Female,35-64,4311,6.887265126,0.8,67.2561,0.103718,0.137592,0.75869,0.345
13:NU,2008,Female,65+,446,6.887265126,0.8,42.0412,0.244268,0.290973,0.46476,0.035
13:NU,2009,Male,15-34,5909,6.809267994,0.8,100,0.119537,0.049295,0.831168,0.275
13:NU,2009,Male,35-64,5129,6.809267994,0.8,86.0793,0.075698,0.146332,0.77797,0.295
13:NU,2009,Male,65+,506,6.809267994,0.8,63.4685,0.10927,0.253566,0.637163,0.067
13:NU,2009,Female,15-34,5774,6.809267994,0.8,79.2491,0.128444,0.079767,0.791789,0.168
13:NU,2009,Female,35-64,4406,6.809267994,0.8,67.1562,0.119508,0.141371,0.739121,0.242
13:NU,2009,Female,65+,473,6.809267994,0.8,41.6924,0.237134,0.297248,0.465618,0.027
13:NU,2010,Male,15-34,6038,6.840727726,0.8,100,0.105601,0.059407,0.834991,0.205
13:NU,2010,Male,35-64,5258,6.840727726,0.8,86.139,0.078778,0.151858,0.769363,0.191
13:NU,2010,Male,65+,539,6.840727726,0.8,63.6331,0.100099,0.260257,0.639644,0.036
13:NU,2010,Female,15-34,5913,6.840727726,0.8,79.2569,0.114739,0.089111,0.79615,0.125
13:NU,2010,Female,35-64,4532,6.840727726,0.8,67.221,0.122578,0.151793,0.725629,0.156
13:NU,2010,Female,65+,487,6.840727726,0.8,41.8769,0.231346,0.302342,0.466313,0.014
13:NU,2011,Male,15-34,6211,6.812996936,0.8,100,0.109551,0.068994,0.821455,0.347
13:NU,2011,Male,35-64,5412,6.812996936,0.8,86.0885,0.066267,0.158885,0.774848,0.375
13:NU,2011,Male,65+,564,6.812996936,0.8,63.5063,0.08941,0.268056,0.642534,0.073
13:NU,2011,Female,15-34,6054,6.812996936,0.8,79.2649,0.11889,0.095471,0.78564,0.212
13:NU,2011,Female,35-64,4672,6.812996936,0.8,67.1875,0.109525,0.160332,0.730142,0.307
13:NU,2011,Female,65+,518,6.812996936,0.8,41.762,0.223266,0.309451,0.467284,0.03
13:NU,2012,Male,15-34,6249,6.764666011,0.8,100,0.111402,0.07117,0.817428,0.228
13:NU,2012,Male,35-64,5549,6.764666011,0.8,86.0224,0.058406,0.163438,0.778156,0.263
13:NU,2012,Male,65+,608,6.764666011,0.8,63.3025,0.076477,0.277492,0.646031,0.07
13:NU,2012,Female,15-34,6112,6.764666011,0.8,79.2811,0.120888,0.096294,0.782818,0.139
13:NU,2012,Female,35-64,4775,6.764666011,0.8,67.1425,0.101701,0.169225,0.729073,0.215
13:NU,2012,Female,65+,563,6.764666011,0.8,41.5882,0.211408,0.319884,0.468708,0.028
13:NU,2013,Male,15-34,6345,6.599361614,0.8,100,0.153066,0.071447,0.775487,0.218
13:NU,2013,Male,35-64,5700,6.599361614,0.8,85.7175,0.07498,0.168435,0.756586,0.269
13:NU,2013,Male,65+,655,6.599361614,0.8,62.472,0.05983,0.289638,0.650532,0.074
13:NU,2013,Female,15-34,6148,6.599361614,0.8,79.3062,0.162235,0.097423,0.740341,0.133
13:NU,2013,Female,35-64,4935,6.599361614,0.8,66.9028,0.118164,0.176512,0.705324,0.22
13:NU,2013,Female,65+,594,6.599361614,0.8,40.791,0.199762,0.33013,0.470108,0.03
13:NU,2014,Male,15-34,6393,6.397456971,0.8,100,0.155721,0.069585,0.774694,0.218
13:NU,2014,Male,35-64,5844,6.397456971,0.8,85.3244,0.06753,0.1747,0.75777,0.269
13:NU,2014,Male,65+,696,6.397456971,0.8,61.4193,0.048483,0.297917,0.6536,0.074
13:NU,2014,Female,15-34,6213,6.397456971,0.8,79.3343,0.164604,0.097169,0.738227,0.133
13:NU,2014,Female,35-64,5049,6.397456971,0.8,66.5895,0.11061,0.184574,0.704816,0.22
13:NU,2014,Female,65+,630,6.397456971,0.8,39.7591,0.186062,0.342184,0.471754,0.03
13:NU,2015,Male,15-34,6429,6.397700223,0.8,100,0.125375,0.065997,0.808628,0.224215
13:NU,2015,Male,35-64,5999,6.397700223,0.8,85.3401,0.06898,0.181638,0.749383,0.30889
13:NU,2015,Male,65+,712,6.397700223,0.8,61.4496,0.037954,0.305598,0.656448,0.094086
13:NU,2015,Female,15-34,6219,6.397700223,0.8,79.3342,0.134422,0.09417,0.771408,0.136827
13:NU,2015,Female,35-64,5195,6.397700223,0.8,66.6096,0.111722,0.191641,0.696637,0.252744
13:NU,2015,Female,65+,684,6.397700223,0.8,39.8262,0.16981,0.356483,0.473707,0.038571
20:CA,2006,Male,15-34,4283009,9.9268,0.8,100,0.09534,0.070124,0.834536,0.452005
20:CA,2006,Male,35-64,6583089,9.9268,0.8,90.1515,0.053423,0.124805,0.821773,0.303986
20:CA,2006,Male,65+,1793679,9.9268,0.8,85.1027,0.055808,0.196531,0.747662,0.202949
20:CA,2006,Female,15-34,4147261,9.9268,0.8,48.0911,0.148793,0.09266,0.758547,0.319773
20:CA,2006,Female,35-64,6600150,9.9268,0.8,38.0164,0.109045,0.148996,0.741959,0.170796
20:CA,2006,Female,65+,2320554,9.9268,0.8,32.2126,0.117855,0.224027,0.658118,0.066563
20:CA,2007,Male,15-34,4312381,10.0464,0.8,100,0.099292,0.06881,0.831897,0.447464
20:CA,2007,Male,35-64,6664239,10.0464,0.8,90.1613,0.05814,0.123686,0.818174,0.29912
20:CA,2007,Male,65+,1842980,10.0464,0.8,85.2034,0.060068,0.195205,0.744728,0.198282
20:CA,2007,Female,15-34,4195839,10.0464,0.8,48.5177,0.153003,0.091405,0.755592,0.315111
20:CA,2007,Female,35-64,6673879,10.0464,0.8,38.4938,0.113677,0.147807,0.738516,0.165977
20:CA,2007,Female,65+,2369874,10.0464,0.8,32.7776,0.122119,0.222661,0.655221,0.061896
20:CA,2008,Male,15-34,3967615,10.0464,0.8,100,0.103812,0.0671,0.829089,0.446106
20:CA,2008,Male,35-64,6792987,10.0464,0.8,90.1513,0.063253,0.122045,0.814702,0.297536
20:CA,2008,Male,65+,1838172,10.0464,0.8,85.2404,0.064912,0.193383,0.741704,0.196805
20:CA,2008,Female,15-34,4018764,10.0464,0.8,48.7209,0.157689,0.089711,0.7526,0.313659
20:CA,2008,Female,35-64,7024048,10.0464,0.8,38.7199,0.118668,0.146075,0.735257,0.164437
20:CA,2008,Female,65+,2368887,10.0464,0.8,33.0429,0.126928,0.220773,0.652299,0.060419
20:CA,2009,Male,15-34,4091165,9.9268,0.8,100,0.106471,0.066504,0.827025,0.444486
20:CA,2009,Male,35-64,6604395,9.9268,0.8,90.1339,0.066204,0.121467,0.812329,0.295812
20:CA,2009,Male,65+,1884495,9.9268,0.8,85.2345,0.06776,0.192709,0.739531,0.195117
20:CA,2009,Female,15-34,4104205,9.9268,0.8,48.7438,0.160424,0.089121,0.750455,0.311992
20:CA,2009,Female,35-64,6827455,9.9268,0.8,38.7419,0.121554,0.145449,0.732997,0.162733
20:CA,2009,Female,65+,2445720,9.9268,0.8,33.0717,0.12975,0.220063,0.650187,0.058731
20:CA,2010,Male,15-34,4091165,9.8072,0.8,100,0.107419,0.066255,0.826326,0.443761
20:CA,2010,Male,35-64,6604395,9.8072,0.8,90.0919,0.067412,0.121319,0.811269,0.294965
20:CA,2010,Male,65+,1884495,9.8072,0.8,85.1872,0.068944,0.19257,0.738487,0.194278
20:CA,2010,Female,15-34,4104205,9.8072,0.8,48.6647,0.161469,0.0889,0.749631,0.31123
20:CA,2010,Female,35-64,6827455,9.8072,0.8,38.6289,0.122788,0.145304,0.731909,0.161886
20:CA,2010,Female,65+,2445720,9.8072,0.8,32.953,0.13096,0.219925,0.649114,0.057892
20:CA,2011,Male,15-34,4091165,9.9268,0.8,100,0.104551,0.067685,0.827764,0.447948
20:CA,2011,Male,35-64,6604395,9.9268,0.8,89.9747,0.064656,0.122887,0.812457,0.299066
20:CA,2011,Male,65+,1884495,9.9268,0.8,84.9836,0.066556,0.194329,0.739114,0.198215
20:CA,2011,Female,15-34,4104205,9.9268,0.8,48.1578,0.15867,0.090387,0.750943,0.315395
20:CA,2011,Female,35-64,6827455,9.9268,0.8,38.0081,0.120062,0.146917,0.73302,0.165984
20:CA,2011,Female,65+,2445720,9.9268,0.8,32.2436,0.12857,0.221723,0.649707,0.061847
20:CA,2012,Male,15-34,4343710,9.8072,0.8,100,0.104468,0.068382,0.827149,0.445273
20:CA,2012,Male,35-64,6962440,9.8072,0.8,90.0229,0.064278,0.123559,0.812163,0.296509
20:CA,2012,Male,65+,2195350,9.8072,0.8,84.9417,0.067081,0.195417,0.737502,0.19523
20:CA,2012,Female,15-34,4316070,9.8072,0.8,48.2862,0.158432,0.091041,0.750527,0.312819
20:CA,2012,Female,35-64,7209290,9.8072,0.8,38.1585,0.119763,0.147632,0.732604,0.163416
20:CA,2012,Female,65+,2740995,9.8072,0.8,32.3108,0.12915,0.222848,0.648002,0.058874
20:CA,2013,Male,15-34,4782418,9.568,0.8,100,0.105018,0.069581,0.8254,0.449801
20:CA,2013,Male,35-64,7041003,9.568,0.8,89.9881,0.064844,0.124651,0.810505,0.301067
20:CA,2013,Male,65+,2523107,9.568,0.8,84.7844,0.068532,0.196718,0.734749,0.19936
20:CA,2013,Female,15-34,4630789,9.568,0.8,48.084,0.158769,0.092168,0.749064,0.317405
20:CA,2013,Female,35-64,7152572,9.568,0.8,37.9004,0.1203,0.148718,0.730982,0.167944
20:CA,2013,Female,65+,2913995,9.568,0.8,31.9368,0.130493,0.224112,0.645395,0.063017
20:CA,2014,Male,15-34,4783940,9.6876,0.8,100,0.100646,0.071791,0.827564,0.454215
20:CA,2014,Male,35-64,7033524,9.6876,0.8,89.8395,0.060436,0.126963,0.812601,0.305455
20:CA,2014,Male,65+,2676564,9.6876,0.8,84.469,0.064975,0.199403,0.735622,0.20336
20:CA,2014,Female,15-34,4652556,9.6876,0.8,47.3592,0.154278,0.094381,0.751341,0.321877
20:CA,2014,Female,35-64,7182345,9.6876,0.8,37.0001,0.115998,0.151121,0.73288,0.172285
20:CA,2014,Female,65+,3028104,9.6876,0.8,30.8711,0.126955,0.22686,0.646186,0.067021
20:CA,2015,Male,15-34,4785463,9.8072,0.8,100,0.101401,0.071338,0.827261,0.452579
20:CA,2015,Male,35-64,7026045,9.8072,0.8,89.8298,0.061542,0.126644,0.811814,0.303653
20:CA,2015,Male,65+,2830022,9.8072,0.8,84.3715,0.066977,0.199448,0.733574,0.201128
20:CA,2015,Female,15-34,4674323,9.8072,0.8,47.514,0.155026,0.093919,0.751055,0.320251
20:CA,2015,Female,35-64,7212119,9.8072,0.8,37.1259,0.117278,0.150858,0.731865,0.170415
20:CA,2015,Female,65+,3142213,9.8072,0.8,30.9297,0.128994,0.226911,0.644095,0.064795
